Time,Follower1_Position_Gain,Follower1_Velocity_Gain,Follower2_Position_Gain,Follower2_Velocity_Gain,Follower3_Position_Gain,Follower3_Velocity_Gain,Follower4_Position_Gain,Follower4_Velocity_Gain,Follower5_Position_Gain,Follower5_Velocity_Gain,Follower6_Position_Gain,Follower6_Velocity_Gain
5.552686,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.554094,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.555501,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.556909,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.558317,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.559697,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.561077,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.562457,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.563837,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.565419,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.567000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.568582,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.570164,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.571970,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.573776,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.575583,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.577389,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.579149,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.580910,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.582670,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.584431,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.585927,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.587422,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.588918,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.590414,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.591757,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.593101,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.594444,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.595788,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.597245,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.598703,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.600160,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.601618,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.603345,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.605072,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.606800,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.608527,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.610371,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.612216,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.614060,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.615904,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.617535,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.619165,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.620796,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.622426,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.623799,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.625171,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.626544,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.627916,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.629273,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.630630,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.631987,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.633344,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.634940,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.636536,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.638132,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.639728,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.641575,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.643422,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.645269,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.647116,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.648891,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.650667,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.652443,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.654219,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.655689,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.657159,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.658629,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.660099,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.661411,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.662723,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.664035,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.665346,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.666799,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.668252,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.669705,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.671158,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.672915,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.674672,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.676429,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.678187,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.680063,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.681939,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.683815,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.685691,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.687313,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.688936,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.690558,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.692181,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.693523,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.694865,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.696207,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.697549,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.698887,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.700225,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.701562,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.702900,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.704509,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.706117,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.707725,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.709334,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.711215,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.713096,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.714978,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.716859,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.718647,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.720435,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.722223,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.724010,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.725459,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.726908,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.728356,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.729805,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.731091,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.732377,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.733664,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.734950,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.736399,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.737849,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.739298,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.740748,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.742528,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.744309,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.746090,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.747870,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.749771,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.751672,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.753573,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.755473,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.757090,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.758706,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.760322,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.761939,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.763257,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.764576,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.765894,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.767213,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.768536,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.769860,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.771183,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.772507,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.774124,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.775741,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.777358,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.778975,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.780882,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.782789,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.784696,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.786603,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.788036,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.789470,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.790903,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.792336,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.793770,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.795203,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.796637,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.798070,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.799738,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.801406,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.803074,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.804742,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.806563,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.808384,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.810204,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.812025,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.813699,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.815373,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.817047,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.818721,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.820143,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.821565,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.822987,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.824409,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.825768,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.827127,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.828486,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.829845,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.831390,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.832936,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.834482,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.836028,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.837823,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.839619,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.841415,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.843210,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.845004,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.846797,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.848590,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.850384,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.851911,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.853439,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.854966,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.856493,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
5.857833,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000,96.000000,3072.000000
