Time,Follower1_Position_Gain,Follower1_Velocity_Gain,Follower2_Position_Gain,Follower2_Velocity_Gain,Follower3_Position_Gain,Follower3_Velocity_Gain,Follower4_Position_Gain,Follower4_Velocity_Gain,Follower5_Position_Gain,Follower5_Velocity_Gain,Follower6_Position_Gain,Follower6_Velocity_Gain
0.369142,16.419060,359.447363,16.419060,359.447363,16.419060,359.447363,16.419060,359.447363,16.419060,359.447363,16.419060,359.447363
0.375392,16.560680,365.674826,16.560680,365.674826,16.560680,365.674826,16.560680,365.674826,16.560680,365.674826,16.560680,365.674826
0.381642,16.704764,372.065540,16.704764,372.065540,16.704764,372.065540,16.704764,372.065540,16.704764,372.065540,16.704764,372.065540
0.387892,16.851378,378.625260,16.851378,378.625260,16.851378,378.625260,16.851378,378.625260,16.851378,378.625260,16.851378,378.625260
0.394142,17.000588,385.359999,17.000588,385.359999,17.000588,385.359999,17.000588,385.359999,17.000588,385.359999,17.000588,385.359999
0.400392,17.152464,392.276039,17.152464,392.276039,17.152464,392.276039,17.152464,392.276039,17.152464,392.276039,17.152464,392.276039
0.406642,17.307078,399.379947,17.307078,399.379947,17.307078,399.379947,17.307078,399.379947,17.307078,399.379947,17.307078,399.379947
0.412892,17.464505,406.678588,17.464505,406.678588,17.464505,406.678588,17.464505,406.678588,17.464505,406.678588,17.464505,406.678588
0.419142,17.624822,414.179146,17.624822,414.179146,17.624822,414.179146,17.624822,414.179146,17.624822,414.179146,17.624822,414.179146
0.425392,17.788110,421.889139,17.788110,421.889139,17.788110,421.889139,17.788110,421.889139,17.788110,421.889139,17.788110,421.889139
0.431642,17.954451,429.816436,17.954451,429.816436,17.954451,429.816436,17.954451,429.816436,17.954451,429.816436,17.954451,429.816436
0.437892,18.123933,437.969281,18.123933,437.969281,18.123933,437.969281,18.123933,437.969281,18.123933,437.969281,18.123933,437.969281
0.444142,18.296645,446.356312,18.296645,446.356312,18.296645,446.356312,18.296645,446.356312,18.296645,446.356312,18.296645,446.356312
0.450392,18.472681,454.986586,18.472681,454.986586,18.472681,454.986586,18.472681,454.986586,18.472681,454.986586,18.472681,454.986586
0.456642,18.652137,463.869601,18.652137,463.869601,18.652137,463.869601,18.652137,463.869601,18.652137,463.869601,18.652137,463.869601
0.462892,18.835113,473.015321,18.835113,473.015321,18.835113,473.015321,18.835113,473.015321,18.835113,473.015321,18.835113,473.015321
0.469142,19.021715,482.434209,19.021715,482.434209,19.021715,482.434209,19.021715,482.434209,19.021715,482.434209,19.021715,482.434209
0.475392,19.212052,492.137254,19.212052,492.137254,19.212052,492.137254,19.212052,492.137254,19.212052,492.137254,19.212052,492.137254
0.481642,19.406236,502.136001,19.406236,502.136001,19.406236,502.136001,19.406236,502.136001,19.406236,502.136001,19.406236,502.136001
0.487892,19.604386,512.442590,19.604386,512.442590,19.604386,512.442590,19.604386,512.442590,19.604386,512.442590,19.604386,512.442590
0.494142,19.806624,523.069787,19.806624,523.069787,19.806624,523.069787,19.806624,523.069787,19.806624,523.069787,19.806624,523.069787
0.500392,20.013078,534.031031,20.013078,534.031031,20.013078,534.031031,20.013078,534.031031,20.013078,534.031031,20.013078,534.031031
0.506642,20.223881,545.340469,20.223881,545.340469,20.223881,545.340469,20.223881,545.340469,20.223881,545.340469,20.223881,545.340469
0.512892,20.439172,557.013006,20.439172,557.013006,20.439172,557.013006,20.439172,557.013006,20.439172,557.013006,20.439172,557.013006
0.519142,20.659096,569.064355,20.659096,569.064355,20.659096,569.064355,20.659096,569.064355,20.659096,569.064355,20.659096,569.064355
0.525392,20.883805,581.511086,20.883805,581.511086,20.883805,581.511086,20.883805,581.511086,20.883805,581.511086,20.883805,581.511086
0.531642,21.113456,594.370685,21.113456,594.370685,21.113456,594.370685,21.113456,594.370685,21.113456,594.370685,21.113456,594.370685
0.537892,21.348213,607.661617,21.348213,607.661617,21.348213,607.661617,21.348213,607.661617,21.348213,607.661617,21.348213,607.661617
0.544142,21.588250,621.403389,21.588250,621.403389,21.588250,621.403389,21.588250,621.403389,21.588250,621.403389,21.588250,621.403389
0.550392,21.833746,635.616626,21.833746,635.616626,21.833746,635.616626,21.833746,635.616626,21.833746,635.616626,21.833746,635.616626
0.556642,22.084890,650.323143,22.084890,650.323143,22.084890,650.323143,22.084890,650.323143,22.084890,650.323143,22.084890,650.323143
0.562892,22.341878,665.546034,22.341878,665.546034,22.341878,665.546034,22.341878,665.546034,22.341878,665.546034,22.341878,665.546034
